artist_name,track_name,duration_ms,album_name,artist_genres,artist_popularity,artist_followers,album_type,album_release_date,audio_features_danceability,audio_features_energy,audio_features_key,audio_features_loudness,audio_features_mode,audio_features_speechiness,audio_features_acousticness,audio_features_instrumentalness,audio_features_liveness,audio_features_valence,audio_features_tempo,audio_features_time_signature
Halsey,Eyes Closed,202438,hopeless fountain kingdom,"electropop, etherpop, indie poptimism, pop",80.0,21560739.0,album,2017-06-02,0.581,0.684,1,-4.962,0,0.0429,0.0179,1.93e-05,0.0849,0.0397,129.966,4
Elliot Moss,Closedloop,280689,Boomerang,nyc pop,47.0,172408.0,single,2017-04-28,0.803,0.42,7,-10.22,0,0.0432,0.256,0.112,0.0703,0.493,130.031,4
The Kite String Tangle,Selfish,216629,The Kite String Tangle,"aussietronica, australian indie, brisbane indie",41.0,84471.0,album,2017-07-14,0.682,0.769,0,-6.319,0,0.0625,0.011,0.000272,0.0968,0.517,155.05,4
London Grammar,Wild Eyed,268493,Truth Is a Beautiful Thing (Deluxe),"metropopolis, nottingham indie",64.0,1537448.0,album,2017-06-09,0.459,0.538,6,-7.896,0,0.0416,0.838,0.0212,0.1,0.0767,120.419,4
LANY,13,234818,LANY,"la pop, opm",72.0,5811978.0,album,2017-06-30,0.785,0.543,8,-8.134,0,0.0683,0.721,1.78e-05,0.0477,0.722,133.961,4
Francis and the Lights,May I Have This Dance (Remix) [feat. Chance the Rapper],195356,May I Have This Dance (Remix) [feat. Chance the Rapper],art pop,46.0,156315.0,single,2017-05-18,0.784,0.435,8,-9.197,1,0.0647,0.464,5.27e-06,0.0913,0.865,90.033,4
Water Park,Something Like Chaos,250768,Something Like Chaos,,14.0,1852.0,single,2017-04-18,0.446,0.444,7,-8.177,1,0.0285,0.462,0.784,0.12,0.0772,141.903,4
Joe Goddard,Ordinary Madness - Edit,188787,Ordinary Madness,"electronica, indie soul, nu disco",45.0,102670.0,single,2017-04-14,0.694,0.823,7,-7.64,0,0.034,0.0741,0.0055,0.244,0.53,102.014,4
Stereophonics,All In One Night,317186,Scream Above The Sounds,"britpop, welsh rock",62.0,1554489.0,album,2017-10-27,0.569,0.668,9,-6.109,0,0.0266,0.134,0.00408,0.0855,0.714,83.015,4
Niia,Nobody - Atom Tree Remix,184870,Nobody,,44.0,48855.0,single,2017-08-04,0.745,0.56,0,-9.437,0,0.045,0.131,4.48e-06,0.0876,0.478,110.032,4
Rudimental,Sun Comes Up - OFFAIAH Remix,193428,Sun Comes Up,"pop dance, uk dance, uk funky",71.0,1360676.0,single,2017-03-02,0.614,0.966,7,-3.831,0,0.138,0.00104,3.57e-05,0.213,0.442,123.998,4
Yeo,Chasing Shadows,239164,Desire Path,,23.0,7680.0,album,2017-08-18,0.672,0.516,5,-10.86,1,0.0578,0.123,0.000173,0.0877,0.433,109.997,4
GOSTO,I Don't See,217693,Memory Ivy,dutch pop,20.0,9482.0,album,2016-10-28,0.666,0.582,3,-8.141,0,0.141,0.448,0.0437,0.135,0.74,95.098,4
Sol Rising,The Journey,231649,Soul Vibrations,world devotional,50.0,96140.0,album,2017-09-26,0.567,0.509,5,-12.539,1,0.0427,0.928,0.93,0.124,0.0852,97.04,4
Dagny,Backbeat - Acoustic,215533,Backbeat,norwegian pop,56.0,176421.0,single,2016-09-16,0.725,0.871,10,-4.982,1,0.174,0.359,0.0,0.0627,0.593,135.96,4
Bonobo,No Reason,448983,Migration,"downtempo, electronica, indietronica, instrumental hip hop, jazztronica, nu jazz, trip hop",62.0,1386913.0,album,2017-01-13,0.656,0.589,5,-12.332,0,0.0493,0.321,0.532,0.104,0.155,121.003,4
Gotts Street Park,Love In Bad Company,270853,Love In Bad Company,british soul,58.0,43280.0,single,2017-05-25,0.534,0.321,5,-10.454,0,0.0312,0.239,0.0267,0.116,0.3,141.809,3
Rhye,Summer Days - Roosevelt Remix,208813,Summer Days,"art pop, downtempo, electronica, indie soul, indietronica, shimmer pop",58.0,658600.0,single,2017-09-01,0.814,0.481,7,-7.892,1,0.0295,0.345,0.41,0.0693,0.834,110.002,4
Aquilo,Complication,193496,Silhouettes,"indie anthem-folk, uk pop, vapor soul",49.0,315208.0,album,2017-01-27,0.889,0.489,10,-8.97,1,0.124,0.247,0.0338,0.106,0.366,95.005,4
BASECAMP,Reap,394000,In Stone,vapor soul,21.0,27923.0,single,2016-01-01,0.463,0.479,5,-12.046,0,0.179,0.671,0.329,0.112,0.118,160.094,4
Bruno Major,Just The Same,205029,A Song For Every Moon,singer-songwriter pop,63.0,1386613.0,album,2017-08-31,0.426,0.295,5,-8.337,1,0.0764,0.637,0.0,0.0941,0.355,174.379,3
Alpines,Motionless,233259,Another River,shimmer pop,38.0,11664.0,album,2016-10-28,0.523,0.298,5,-7.874,0,0.0285,0.574,0.000289,0.136,0.174,75.915,4
James Hersey,Miss You - HONNE Remix,226753,Miss You,,43.0,54106.0,single,2016-09-23,0.663,0.669,5,-7.916,0,0.0393,0.411,0.0064,0.0805,0.243,120.002,4
Jessie J,Think About That,193946,Think About That,"dance pop, pop",70.0,11655029.0,single,2017-09-15,0.494,0.614,7,-9.29,0,0.155,0.446,2.23e-05,0.128,0.501,176.248,3
Rudimental,Sun Comes Up - Heyder Remix,250345,Sun Comes Up,"pop dance, uk dance, uk funky",71.0,1360676.0,single,2017-09-29,0.555,0.791,5,-6.445,0,0.0513,0.00624,0.0,0.193,0.158,105.088,4
George Maple,Hero,220893,Lover,australian pop,40.0,42437.0,album,2017-10-27,0.506,0.778,1,-5.008,0,0.0414,0.000486,0.000918,0.217,0.0641,109.988,4
DeJ Loaf,No Fear,169853,No Fear,"detroit hip hop, r&b, trap, trap queen",66.0,1791866.0,single,2017-06-16,0.614,0.682,11,-4.117,0,0.102,0.387,0.0,0.134,0.566,100.202,4
Great Good Fine Ok,Find Yourself,176439,Find Yourself,"hopebeat, indie poptimism, metropopolis, neo-synthpop, nyc pop",45.0,125328.0,single,2017-05-26,0.718,0.621,5,-4.799,0,0.0388,0.693,2.07e-05,0.13,0.456,112.104,4
John Splithoff,Show Me (feat. Madison Ryann Ward),205720,Show Me (feat. Madison Ryann Ward),nyc pop,44.0,62754.0,single,2017-07-14,0.789,0.599,6,-7.267,1,0.039,0.124,1.41e-06,0.176,0.711,124.017,4
HAIM,Little of Your Love - BloodPop® Remix,204680,Little of Your Love,"indietronica, metropopolis",62.0,1324822.0,single,2017-08-09,0.656,0.855,1,-3.087,0,0.0582,0.143,0.0,0.333,0.504,112.047,4
Asta,Dynamite (feat. Allday),237491,Dynamite (feat. Allday),australian indie,30.0,13283.0,single,2015-06-09,0.79,0.758,5,-5.982,0,0.0557,0.0671,3.72e-05,0.0452,0.901,107.98,4
Charlie Puth,Attention,211475,Attention,"pop, viral pop",80.0,22849918.0,single,2017-04-20,0.774,0.626,3,-4.432,0,0.0432,0.0969,3.12e-05,0.0848,0.777,100.041,4
Fred V & Grafix,Altitude,275054,Oxygen,"dancefloor dnb, drum and bass, liquid funk",42.0,77635.0,album,2016-06-24,0.527,0.517,8,-7.835,1,0.0525,0.0146,0.0771,0.11,0.0397,173.974,4
Catfish and the Bottlemen,Twice,196946,The Ride,"modern alternative rock, modern rock, stomp pop, welsh rock",63.0,1077387.0,album,2016-05-27,0.407,0.808,0,-4.566,1,0.0774,0.000174,0.0131,0.436,0.323,136.646,4
Catfish and the Bottlemen,7,256306,The Ride,"modern alternative rock, modern rock, stomp pop, welsh rock",63.0,1077387.0,album,2016-05-27,0.527,0.715,10,-4.934,1,0.0437,0.000237,0.0034,0.101,0.3,155.102,4
Cage The Elephant,Whole Wide World - Unpeeled,205706,Unpeeled,"modern alternative rock, modern rock, pov: indie, punk blues, rock",74.0,3742475.0,album,2017-07-28,0.405,0.751,5,-3.608,1,0.0392,0.377,0.0,0.0958,0.762,120.807,4
Red Hot Chili Peppers,Goodbye Angels,268733,The Getaway,"alternative rock, funk metal, funk rock, permanent wave, rock",82.0,20855501.0,album,2016-06-17,0.365,0.804,9,-5.922,0,0.105,0.104,6.58e-05,0.15,0.577,171.597,4
311,Too Much To Think,234451,MOSAIC,"alternative metal, alternative rock, funk metal, funk rock, nu metal, pop rock, rap rock, reggae fusion",63.0,1049379.0,album,2017-06-23,0.583,0.9,3,-6.085,1,0.0458,0.0319,3.84e-06,0.151,0.867,147.01,4
Cold War Kids,Love Is Mystical,214360,LA DIVINE,"indie rock, modern alternative rock, modern rock, piano rock, stomp and holler",58.0,870917.0,album,2017-04-07,0.567,0.865,7,-5.104,0,0.0393,0.00606,4.58e-05,0.218,0.686,105.992,4
Kings of Leon,Waste A Moment,183093,WALLS,"modern rock, rock",75.0,5374054.0,album,2016-10-14,0.436,0.85,2,-4.86,1,0.0617,0.000861,0.74,0.128,0.537,152.644,4
Florence + The Machine,What Kind Of Man,216176,"How Big, How Blue, How Beautiful","baroque pop, modern rock, neo mellow, uk alternative pop",77.0,6717023.0,album,2015-06-01,0.313,0.635,11,-4.676,0,0.0431,0.0229,0.0,0.129,0.224,114.776,4
Florence + The Machine,Ship To Wreck,234526,"How Big, How Blue, How Beautiful","baroque pop, modern rock, neo mellow, uk alternative pop",77.0,6717023.0,album,2015-06-01,0.564,0.923,9,-3.843,0,0.0325,0.00147,0.0,0.277,0.587,141.991,4
Kings of Leon,Reverend,234080,WALLS,"modern rock, rock",75.0,5374054.0,album,2016-10-14,0.448,0.815,0,-5.951,0,0.0361,0.0867,0.686,0.316,0.217,124.808,4
Green Day,Outlaws,302333,Revolution Radio,"modern rock, permanent wave, punk, rock",79.0,14993917.0,album,2016-10-07,0.274,0.717,5,-5.435,1,0.0382,0.0111,0.0,0.123,0.0931,185.17,4
Green Day,Ordinary World,182893,Revolution Radio,"modern rock, permanent wave, punk, rock",79.0,14993917.0,album,2016-10-07,0.412,0.226,7,-12.377,1,0.0323,0.895,7.74e-05,0.0871,0.524,168.139,4
Lord Huron,The Night We Met,208211,Strange Trails,"indie folk, stomp and holler",75.0,1608242.0,album,2015-04-06,0.443,0.369,9,-9.514,1,0.0441,0.969,0.277,0.638,0.0989,174.107,3
Grouplove,Welcome To Your Life,227800,Big Mess,"indie rock, la indie, modern alternative rock, modern rock, pov: indie",64.0,1176773.0,album,2017-08-17,0.511,0.617,10,-5.883,1,0.0313,0.00223,0.0,0.201,0.404,90.951,4
Kesha,Rainbow,218640,Rainbow,"dance pop, pop",77.0,7924392.0,album,2017-08-11,0.622,0.392,0,-6.269,1,0.028,0.692,0.0,0.123,0.547,120.096,4
Catfish and the Bottlemen,Soundcheck,261560,The Ride,"modern alternative rock, modern rock, stomp pop, welsh rock",63.0,1077387.0,album,2016-05-27,0.598,0.756,2,-5.775,1,0.0394,0.00106,0.088,0.414,0.611,135.048,4
Noah Kahan,Young Blood,208853,Young Blood,pov: indie,84.0,2938983.0,single,2017-01-27,0.545,0.458,11,-8.273,1,0.0583,0.38,0.0,0.152,0.343,84.848,4
The Cadillac Three,Drunk Like You,208453,Bury Me In My Boots,"modern country rock, modern southern rock",51.0,177920.0,album,2016-08-05,0.543,0.793,0,-5.905,1,0.0403,0.225,0.000114,0.363,0.553,140.06,4
Chris Lane,Fix,190240,Girl Problems,"contemporary country, country, country road, modern country rock",55.0,1007379.0,album,2016-08-05,0.532,0.883,0,-2.743,0,0.0352,0.0951,0.0,0.304,0.7,99.995,4
Wheeler Walker Jr.,Eatin' Pussy/Kickin' Ass,191520,Redneck Shit,"outlaw country, redneck",58.0,459979.0,album,2016-02-12,0.586,0.848,11,-6.899,0,0.297,0.038,0.00064,0.122,0.645,137.723,4
Whiskey Myers,Ballad Of A Southern Man,220186,Firewater,"classic texas country, modern southern rock",64.0,853887.0,album,2015-08-14,0.61,0.559,7,-6.524,1,0.0264,0.392,0.0,0.131,0.378,73.972,1
Merle Haggard,I'm Bringin' Home Good News,169040,Merle Haggard - The Best Of The Capitol Years,"bakersfield sound, country, country rock, nashville sound, outlaw country",60.0,1347100.0,compilation,2016-04-01,0.667,0.502,0,-11.355,1,0.0406,0.331,0.000477,0.241,0.719,101.598,4
Josh Turner,Hometown Girl,215080,Deep South,"contemporary country, country, country road",64.0,2600270.0,album,2017-03-10,0.503,0.792,3,-5.473,0,0.0335,0.304,0.0385,0.143,0.44,155.905,4
Midland,Drinkin' Problem,220800,On The Rocks,"classic texas country, neo-traditional country",61.0,297793.0,album,2017-09-22,0.622,0.763,9,-6.4,1,0.0263,0.055,8.91e-06,0.313,0.621,102.0,4
Post Malone,Big Lie,207680,Stoney,"dfw rap, melodic rap, pop, rap",90.0,44308463.0,album,2016-12-09,0.442,0.684,6,-4.888,0,0.168,0.191,0.0,0.0725,0.219,170.862,4
Chance The Rapper,All We Got (feat. Kanye West & Chicago Children's Choir),203794,Coloring Book,"chicago rap, conscious hip hop, hip hop, pop rap, rap, trap",72.0,5989295.0,album,2016-05-27,0.531,0.544,0,-8.615,0,0.462,0.308,1.89e-06,0.0835,0.398,131.921,4
Jeremih,Planez,240320,Late Nights: The Album,"chicago rap, pop rap, r&b, southern hip hop, trap, urban contemporary",72.0,6590909.0,album,2015-12-04,0.688,0.556,6,-7.738,1,0.264,0.7,1.87e-06,0.108,0.416,129.336,4
Desiigner,Tiimmy Turner,239853,Tiimmy Turner,"pop rap, rap, southern hip hop, trap, viral trap",59.0,3500060.0,single,2016-07-22,0.602,0.725,6,-3.054,1,0.0393,0.174,0.0,0.0786,0.304,122.803,4
Drake,Portland,236614,More Life,"canadian hip hop, canadian pop, hip hop, pop rap, rap",94.0,90004537.0,album,2017-03-18,0.925,0.443,1,-8.216,1,0.264,0.0172,0.0,0.276,0.35,136.078,4
Big Sean,Light,210506,I Decided.,"detroit hip hop, hip hop, pop rap, r&b, rap, southern hip hop, trap",74.0,11119036.0,album,2017-02-03,0.479,0.61,7,-5.976,0,0.0673,0.825,0.0,0.108,0.181,92.531,3
Meek Mill,Jump Out The Face (feat. Future),161906,Dreams Worth More Than Money,"hip hop, philly rap, pop rap, rap, southern hip hop, trap",72.0,7861556.0,album,2015-06-29,0.699,0.543,0,-8.879,1,0.138,0.0411,1.26e-06,0.178,0.14,130.064,4
blackbear,Deadroses,184636,Deadroses,"alt z, pop",72.0,4953122.0,album,2015-02-14,0.612,0.536,10,-6.537,0,0.157,0.697,0.0,0.131,0.603,132.251,4
blackbear,make daddy proud,208235,digital druglord,"alt z, pop",72.0,4953122.0,album,2017-04-21,0.818,0.497,4,-7.249,0,0.0502,0.162,0.0,0.0645,0.814,102.042,3
Lil Wayne,Nothing But Trouble - Instagram Models,217984,Nothing But Trouble,"hip hop, new orleans rap, pop rap, rap, trap",84.0,14695102.0,single,2015-06-30,0.724,0.691,6,-5.665,0,0.0324,0.0172,1.68e-05,0.194,0.236,126.002,4
Big Sean,I Don't Fuck With You,284386,Dark Sky Paradise,"detroit hip hop, hip hop, pop rap, r&b, rap, southern hip hop, trap",74.0,11119036.0,album,2015-02-23,0.823,0.733,1,-5.474,1,0.0628,0.0349,0.0,0.324,0.397,97.972,4
mansionz,STFU,230878,Mansionz,indie pop rap,47.0,326060.0,album,2017-03-24,0.826,0.468,1,-7.305,0,0.151,0.19,0.0,0.215,0.524,134.917,4
Russ,Exposed,252525,Exposed,"hawaiian hip hop, pop rap",75.0,5136844.0,single,2016-09-08,0.665,0.653,7,-3.349,1,0.289,0.196,0.0,0.0924,0.725,89.08,4
Aminé,Yellow,180000,Good For You,"pop rap, portland hip hop, rap, underground hip hop",65.0,1950552.0,album,2017-07-28,0.869,0.526,0,-5.766,1,0.111,0.139,0.0,0.119,0.217,128.996,4
Chance The Rapper,Juke Jam (feat. Justin Bieber & Towkio),219683,Coloring Book,"chicago rap, conscious hip hop, hip hop, pop rap, rap, trap",72.0,5989295.0,album,2016-05-27,0.505,0.397,5,-9.349,1,0.324,0.716,0.0,0.0853,0.558,95.063,1
Drake,Preach,236973,If You're Reading This It's Too Late,"canadian hip hop, canadian pop, hip hop, pop rap, rap",94.0,90004537.0,album,2015-02-12,0.605,0.51,11,-8.094,0,0.423,0.165,8.8e-05,0.104,0.389,65.255,4
Macklemore,Marmalade (feat. Lil Yachty),261614,GEMINI,"pop rap, seattle hip hop",77.0,2337890.0,album,2017-09-22,0.922,0.583,5,-4.982,1,0.0753,0.0098,0.0,0.0962,0.494,136.043,4
Post Malone,Go Flex,179613,Stoney,"dfw rap, melodic rap, pop, rap",90.0,44308463.0,album,2016-12-09,0.665,0.498,5,-8.185,1,0.083,0.23,0.0,0.0757,0.127,81.958,4
Russ,Do It Myself,167333,There's Really A Wolf,"hawaiian hip hop, pop rap",75.0,5136844.0,album,2017-05-05,0.831,0.558,1,-3.551,1,0.242,0.018,0.0,0.094,0.338,141.974,4
Rae Sremmurd,Come Get Her,212946,SremmLife,"melodic rap, mississippi hip hop, pop rap, rap, trap",69.0,7412169.0,album,2015-01-06,0.689,0.564,2,-6.226,1,0.14,0.19,0.0,0.0721,0.122,185.03,4
J. Cole,Deja Vu,264746,4 Your Eyez Only,"conscious hip hop, hip hop, north carolina hip hop, rap",84.0,23773142.0,album,2016-12-09,0.657,0.421,9,-11.378,1,0.412,0.352,0.000218,0.187,0.181,174.063,4
Quinn XCII,Straightjacket,206533,The Story of Us,indie pop rap,64.0,784561.0,album,2017-09-15,0.838,0.546,5,-6.811,0,0.295,0.153,0.0,0.0656,0.745,137.027,4
Rae Sremmurd,No Type,200080,SremmLife,"melodic rap, mississippi hip hop, pop rap, rap, trap",69.0,7412169.0,album,2015-01-06,0.888,0.486,6,-7.803,1,0.16,0.0158,4.11e-06,0.0925,0.232,125.079,4
Kevin Gates,D U Down,193687,By Any Means 2,"baton rouge rap, pop rap, rap, southern hip hop, trap",71.0,6097933.0,album,2017-09-22,0.795,0.597,0,-6.592,0,0.263,0.0142,0.0,0.3,0.457,128.907,4
Kevin Gates,Fuckin Right,198165,By Any Means 2,"baton rouge rap, pop rap, rap, southern hip hop, trap",71.0,6097933.0,album,2017-09-22,0.739,0.57,1,-7.322,0,0.0741,0.113,0.0,0.118,0.802,108.899,4
Kevin Gates,GOMD,188529,By Any Means 2,"baton rouge rap, pop rap, rap, southern hip hop, trap",71.0,6097933.0,album,2017-09-22,0.618,0.817,10,-3.748,0,0.358,0.171,0.0,0.155,0.478,152.675,4
Kodak Black,No Flockin,165290,No Flockin,"florida drill, florida rap, melodic rap, miami hip hop, rap, trap, trap latino",79.0,10625479.0,single,2015-11-13,0.943,0.595,5,-8.372,0,0.191,0.0673,0.0,0.0839,0.815,117.532,4
A Boogie Wit da Hoodie,Say A',214853,The Bigger Artist,"melodic rap, rap, trap",79.0,8257262.0,album,2017-09-29,0.831,0.814,5,-5.18,1,0.474,0.391,0.0,0.109,0.846,161.041,4
Travis Scott,Butterfly Effect,190677,Butterfly Effect,"rap, slap house",92.0,30238424.0,single,2017-05-18,0.763,0.598,11,-6.865,1,0.0539,0.0714,0.0,0.112,0.182,140.987,4
blackbear,Verbatim,216774,Help,"alt z, pop",72.0,4953122.0,album,2016-02-17,0.667,0.493,5,-11.207,0,0.0546,0.0578,0.0,0.367,0.313,124.128,4
blackbear,Sniffing Vicodin In Paris (Danny Olson Remix) [feat. Danny Olson],192428,Sniffing Vicodin In Paris (Danny Olson Remix) [feat. Danny Olson],"alt z, pop",72.0,4953122.0,single,2016-11-10,0.654,0.825,7,-4.744,1,0.186,0.0736,4.27e-06,0.242,0.73,140.012,4
Lil Dicky,Molly (feat. Brendon Urie of Panic at the Disco),244339,Professional Rapper,"comedy rap, indie pop rap, pop rap",60.0,1993902.0,album,2015-07-31,0.831,0.514,7,-6.695,1,0.0368,0.203,0.000156,0.115,0.397,114.94,4
Tee Grizzley,First Day Out,254693,My Moment,"detroit hip hop, detroit trap, rap, southern hip hop, trap",68.0,3729319.0,album,2017-04-07,0.587,0.711,1,-6.33,1,0.42,0.171,0.0,0.125,0.381,98.008,4
PnB Rock,"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)",249240,"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)","melodic rap, rap, trap",67.0,4135252.0,single,2017-03-30,0.703,0.661,6,-3.885,1,0.0539,0.0517,0.0,0.34,0.495,149.906,4
Lil Dicky,Lemme Freak,285894,Professional Rapper,"comedy rap, indie pop rap, pop rap",60.0,1993902.0,album,2015-07-31,0.8,0.656,5,-5.874,0,0.114,0.0144,0.0,0.354,0.436,119.921,4
Jeremih,oui,238320,Late Nights: The Album,"chicago rap, pop rap, r&b, southern hip hop, trap, urban contemporary",72.0,6590909.0,album,2015-12-04,0.418,0.724,5,-3.724,1,0.0964,0.213,0.0,0.112,0.604,78.521,5
Plies,Real Hitta (feat. Kodak Black),231673,Real Hitta (feat. Kodak Black),"dirty south rap, miami hip hop, southern hip hop, trap",62.0,1895597.0,single,2017-05-12,0.559,0.531,10,-6.981,0,0.404,0.0137,0.0,0.293,0.333,144.367,4
Wale,The Girls On Drugs,249271,The Album About Nothing,"pop rap, r&b, rap, southern hip hop, trap",68.0,4138215.0,album,2015-03-31,0.795,0.633,9,-7.926,1,0.0907,0.0887,2.35e-05,0.101,0.292,110.025,4
Rae Sremmurd,Up Like Trump,193173,SremmLife,"melodic rap, mississippi hip hop, pop rap, rap, trap",69.0,7412169.0,album,2015-01-06,0.831,0.641,1,-2.672,1,0.0458,0.0465,3.19e-06,0.337,0.232,133.061,4
Rae Sremmurd,Throw Sum Mo,260453,SremmLife,"melodic rap, mississippi hip hop, pop rap, rap, trap",69.0,7412169.0,album,2015-01-06,0.858,0.627,6,-7.91,0,0.131,0.039,0.000198,0.101,0.594,142.061,4
Mike Stud,These Days,268565,This Isn't The Album,"indie pop rap, rhode island rap",63.0,590551.0,album,2015-10-30,0.815,0.364,2,-11.158,1,0.375,0.533,3.52e-05,0.108,0.328,129.937,4
AJR,Drama,204426,The Click,pov: indie,72.0,3356221.0,album,2017-06-09,0.556,0.683,2,-4.269,1,0.16,0.199,0.0,0.108,0.63,156.159,4
Mike Stud,Swish,278520,These Days,"indie pop rap, rhode island rap",63.0,590551.0,album,2016-01-12,0.905,0.575,1,-8.64,1,0.0881,0.067,2.22e-05,0.0602,0.365,115.031,4
AJR,Let the Games Begin,201004,Let the Games Begin,pov: indie,72.0,3356221.0,single,2015-10-23,0.664,0.698,10,-5.084,1,0.067,0.127,0.0,0.118,0.573,135.023,4
Mike Stud,All That Talk,176613,All That Talk,"indie pop rap, rhode island rap",63.0,590551.0,single,2017-06-23,0.864,0.493,8,-7.718,1,0.198,0.651,0.00518,0.151,0.774,104.942,4
Young Thug,I Know There's Gonna Be (Good Times) [feat. Popcaan],213622,I Know There's Gonna Be (Good Times) [feat. Popcaan],"atl hip hop, atl trap, gangster rap, melodic rap, rap, trap",82.0,10050220.0,single,2015-08-28,0.632,0.592,11,-9.735,0,0.162,0.124,0.0,0.53,0.499,89.522,4
Lost Frequencies,Are You With Me - Radio Edit,138013,Less Is More,"belgian edm, edm, pop dance, tropical house",77.0,2814901.0,album,2016-10-21,0.763,0.608,5,-8.1,0,0.035,0.262,2.5e-05,0.12,0.393,121.02,4
Alessia Cara,Scars To Your Beautiful,230226,Know-It-All,"canadian contemporary r&b, canadian pop, pop",71.0,11786508.0,album,2015-11-13,0.573,0.739,0,-5.74,1,0.129,0.0285,0.0,0.111,0.451,97.085,4
Cam,Burning House,231333,Untamed,"contemporary country, modern country rock",49.0,284701.0,album,2015-12-11,0.728,0.253,0,-8.427,1,0.0304,0.887,1.11e-05,0.133,0.457,140.923,4
Oh Wonder,Lose It,229934,Oh Wonder,"electropop, indie poptimism, pov: indie",65.0,1067881.0,album,2015-09-04,0.52,0.329,2,-9.337,0,0.0381,0.725,1.31e-05,0.333,0.171,87.857,4
Molly Kate Kestner,His Daughter,357153,His Daughter,"alt z, lds youth",43.0,128476.0,single,2015-08-21,0.465,0.153,6,-8.85,1,0.0708,0.874,0.0,0.117,0.262,168.938,3
Joseph Vincent,Can't Help Falling In Love,129434,Can't Help Falling In Love,viral pop,56.0,371884.0,single,2016-02-12,0.74,0.13,10,-12.591,1,0.0487,0.989,0.000541,0.117,0.491,125.797,4
James Arthur,Say You Won't Let Go - Luca Schreiner Remix,204706,Back from the Edge,"pop, talent show, uk pop",80.0,17311782.0,album,2017-01-25,0.763,0.808,10,-4.256,1,0.129,0.125,1.99e-06,0.0678,0.585,104.993,4
Ruth B.,Superficial Love,207973,The Intro,"alt z, canadian contemporary r&b, canadian pop, pop",72.0,3508771.0,single,2015-11-27,0.477,0.242,8,-9.162,1,0.0529,0.928,0.0,0.0818,0.488,43.509,4
Whilk & Misky,So Good To Me - Re-work,221378,So Good To Me,uk alternative pop,44.0,88861.0,single,2015-03-27,0.809,0.356,11,-13.544,0,0.0345,0.124,0.235,0.109,0.228,115.999,4
Young the Giant,Repeat,185200,Home of the Strange,"indietronica, modern alternative rock, modern rock, pov: indie, stomp and holler",65.0,1574290.0,album,2016-08-12,0.656,0.806,1,-5.354,1,0.0433,0.0454,2.33e-05,0.341,0.572,149.975,4
The Shins,Name For You,189493,Heartworms,"albuquerque indie, alternative rock, canadian indie, chamber pop, indie pop, indie rock, modern rock, portland indie, seattle indie, stomp and holler",61.0,1175386.0,album,2017-03-10,0.639,0.76,0,-5.402,1,0.0317,0.00563,0.0,0.668,0.877,123.089,4
The xx,Say Something Loving,238373,I See You,"downtempo, dream pop, indietronica",64.0,3763610.0,album,2017-01-13,0.627,0.721,0,-7.782,0,0.0304,0.296,6.41e-05,0.231,0.383,130.08,4
